K쇼핑_AS_S5513,이 내용들 한 번 인터넷에 올려볼게요 사진 찍은 거 있으니까 한 번 올려볼게요 그럴 거거든 이거 따로 저거 따로 쓰죠 한 번에 청소하려고 이 상품 산 거잖아요,불만,nan
K쇼핑_AS_S5513,아 에이에스 받을 일이 아닌 것 같은데요 무슨 고장이 나서 에이에스를 받아요,불만,nan
K쇼핑_AS_S5513,근데 이게 에이에스 받을 게 아니잖아요 불량 상품 자체를 주문했잖아요,불만,nan
K쇼핑_AS_S5513,어떻게 이런 제품을 판매하나요,불만,nan
K쇼핑_AS_S5513,아 네 홈쇼핑에는 공장으로 이런 내용 전달 안 하시나요,불만,nan
K쇼핑_AS_S5513,이런 상황이 있었다는 말씀 좀 전해 달라고요,불만,nan
K쇼핑_AS_S5513,진공청소기가 흡입이 안 되어서 청소가 안 되는데 이런 걸 그냥 쓰라고 하는 건 너무 양심이 없는 거 아니에요,불만,nan
K쇼핑_AS_S5513,그리고 공장에다가 한 번 연락을 해주세요,불만,nan
K쇼핑_AS_S5513,그럼 판매처에 연락을 해주세요,불만,nan
K쇼핑_AS_S5477,지금 의자 뒷부분이 떨어져서요,불만,nan
K쇼핑_AS_S5441,사용하려는데 충전이 안 되네요,불만,nan
K쇼핑_AS_S5441,오늘 처음 포장 뜯고 사용했는데 안되는 거에요,불만,nan
K쇼핑_AS_S5441,충전에 불이 들어온다고 하는데 불 자체가 안 들어오고 충전이 안되네요,불만,nan
K쇼핑_AS_S5430,그리고 십이월 이십일일 날 배송 받았구요 근데 그게 저번 주에 밥 먹고 있는데 테이블이 반으로 갈라져 버렸어요,불만,nan
K쇼핑_AS_S5364,음식을 많이 갈지도 않았거든요 근데 연기가 엄청 나고 타는 냄새가 나서 사용을 못하고 있어요,불만,nan
K쇼핑_AS_S5364,아니 무슨 일년도 안됐는데 기간이 지났다고 그러세요,불만,nan
K쇼핑_AS_S5364,아니 연기가 나고 냄새가 나는데 어떻게 써요 다른 믹서기 많이 써봤는데 이렇게 연기 난 적은 없어요,불만,nan
K쇼핑_AS_S5254,제가 비염 치료기를 샀는데요 이게 지금 불이 안 들어와요,불만,nan
K쇼핑_AS_S5160,지난번에는 기사분이 와서 교환을 해주셨는데 이번에는 그냥 물건만 놓고 가버리셨네요 그래서 상품을 취소시키고 싶어요,불만,nan
K쇼핑_AS_S5160,아니요 에이에스 신청을 했는데요 그냥 물건만 놓고 갔다니깐요,불만,nan
K쇼핑_AS_S5160,네 아무 말도 없이 전화도 안 오고 그냥 물건만 놓고 갔어요 아 상품을 취소하고 싶다고요,불만,nan
K쇼핑_AS_S5160,이거 두 달 넘게 기다렸다 받았는데 고장 나고 또 고장 나는 바람에 제대로 사용한 적이 없어요,불만,nan
K쇼핑_AS_S5160,그래서 에이에스 센터에 또 문의했는데 기사는 상품 가지러 오지도 않고 새 상품이 오늘 왔어요,불만,nan
K쇼핑_AS_S5160,네 기사분은 안 오고 상품만 배송 되었어요,불만,nan
K쇼핑_AS_S5160,지금 내가 에어컨 틀지도 못하고 두 달을 기다렸어요 정신적 피해가 상당해요,불만,nan
K쇼핑_AS_S5160,상품 자체를 반품하고 싶어요,불만,nan
K쇼핑_AS_S5160,아 제품도 안 가져갔어요,불만,nan
K쇼핑_AS_S5119,네 물건에 문제가 있어서 연락을 드렸어요,불만,nan
K쇼핑_AS_S5119,제가 어젯밤에 일대일 문의 남겼는데요 오늘 날씨가 좋아서 구입하고 처음으로 입으려고 보니까 바지에 이물질이 묻어있어요,불만,nan
K쇼핑_AS_S5086,근데 그 전화번호로 내가 전화를 했는데 안 받는데 그럼 어떻게 해야 됩니까,불만,nan
K쇼핑_AS_S5086,그럼 다른 전화번호가 확인이 되던지 전화 통화가 안되니까 답답하네요,불만,nan
K쇼핑_AS_S5010,그런데 이 귀걸이가 불량이네요,불만,nan
K쇼핑_AS_S5010,체인 한번 해봤는데 똑 떨어지던데요,불만,nan
K쇼핑_AS_S4990,네 건전지를 네 개 넣잖아요 제품에 넣었는데 이게 돌아가지 않아요,불만,nan
K쇼핑_AS_S4966,지금 사용하다가 갑자기 불꽃이 뻥 하더라고요 이거 어떻게 해요,불만,nan
K쇼핑_AS_S4939,팔일 물건을 받았는데 십일부터 착용했어요 그런데 알러지가 심해서요,불만,nan
K쇼핑_AS_S4939,그런데 제가 알러지가 너무 심해져가지구요,불만,nan
K쇼핑_AS_S4939,목걸이가 까맣게 변한 부분도 있구요,불만,nan
K쇼핑_AS_S4930,아 네 그런데 그 고객 서비스 센터에 연결이 안 됩니다 상담사 연결이 안돼요 여기저기 다 해봤어요,불만,nan
K쇼핑_AS_S4930,어 네 뚜껑이 닫히질 않아요,불만,nan
K쇼핑_AS_S4918,스팀이 안나오구요 물도 아래쪽이 뜨거워지더라구요,불만,nan
K쇼핑_AS_S4743,근데 제가 사용하는데 또 안되요 거기서 제대로 테스트 안 하신 것 같애요,불만,nan
K쇼핑_AS_S4737,얼마전에 귀걸이 세트를 주문했는데요 하나가 끊어졌더라고요,불만,nan
K쇼핑_AS_S4696,그냥 저희는 취소해 주세요,불만,nan
K쇼핑_AS_S4680,그거 환불이 되지 않나 좀 물어 보고 싶어서요,불만,nan
K쇼핑_AS_S4680,만약에 수리를 해도 또 고장 나고 그러면은 이걸 어떻게 할까요,불만,nan
K쇼핑_AS_S4668,네 면도기는 잘 되는데 면도기 세척하라고 주는 거 있잖아요 그게 작동이 안되네요,불만,nan
K쇼핑_AS_S4660,제가 여기서 반신욕기를 샀는데요 안에가 부서졌어요,불만,nan
K쇼핑_AS_S4628,예 문의 좀 할게요,불만,nan
K쇼핑_AS_S4628,네 운동화 오른쪽 발가락 있는 부분이 고무로 되어있잖아요 이게 떨어져 있는데 어떻게 해야 되죠,불만,nan
K쇼핑_AS_S4605,진공이 써있는데 불이 안들어와요,불만,nan
K쇼핑_AS_S4599,네 근데 청소기가 작동이 안되서요,불만,nan
K쇼핑_AS_S4538,네 오늘 택배가 왔는데요 니트를 삼종 세트를 주문을 했는데 제가 오오 사이즈를 주문했는데 오오 사이즈가 맞는데 구구 사이즈가 왔어요,불만,nan
K쇼핑_AS_S4518,네 맞아요 그게 충전이 잘 안 돼요,불만,nan
K쇼핑_AS_S4518,충전이 됐다 안돼다 해서 너무 불편해요,불만,nan
K쇼핑_AS_S4518,반품을 했으면 좋겠어요,불만,nan
K쇼핑_AS_S4518,아니 처음부터 잘 안 됐어요,불만,nan
K쇼핑_AS_S4518,충전이 원래 잘 안됐어요 빨강 색까지 충전 해도 잘 안 되고 그 옆에 라인이 있잖아요 그걸 뺐다 꽂았다 해도 안돼요,불만,nan
K쇼핑_AS_S4518,그리고 또 하나 불편한 게 뭐냐면 핸드폰에 비해서 거치대가 너무 짧아요,불만,nan
K쇼핑_AS_S4518,다리 밑으로 자꾸 떨어져서 위험하구요 자꾸 떨어지니까 불편해서 저희가 화가 좀 났어요,불만,nan
K쇼핑_AS_S4518,반품을 했으면 좋겠어요,불만,nan
K쇼핑_AS_S4509,네 지금 주문한 게 이 월 사일 이면 지금 며칠인가 십칠일이잖아요,불만,nan
K쇼핑_AS_S4503,방송에서는 진짜 잘 되죠 다른 상품아니예요,불만,nan
K쇼핑_AS_S4503,동일한 상품인데 이렇게 팔 수 없었어요  진짜 의심스러워요,불만,nan
K쇼핑_AS_S4503,아 에이에스 센터를 전화를 했다고요  에이에스가 지금 문제가 아니라  보여서 하는 거하고 너무 틀리니까,불만,nan
K쇼핑_AS_S4503,내가 얘기하고 싶은 거는 만족도가 없어요 이거 반품이 안 되잖아요,불만,nan
K쇼핑_AS_S4490,어 업체에서 에이에스 요청하셨다고 평일 기준 칠월 십이일 내로 온다구요  지금 이 시간까지 안 오면 어떻게 되는 거예요,불만,nan
K쇼핑_AS_S4423,네 지금 소리가 너무 심하고 빨아들이지도 않고 그래요,불만,nan
K쇼핑_AS_S4423,네 처음에도 그래서 전화했잖아요 시끄럽고 빨아 들이지도 못하는걸 왜 파느냐 그랬더니 뭐 반품이 안 된다 그랬잖아요 그럼 반품 안 되면 교환이라도 해줘야 되는거 아니냐고 제가 그랬잖아요,불만,nan
K쇼핑_AS_S4423,그러면 이걸 어떻게 해요 작은 돈도 아니고 돈을 십만원 이나 주고 샀는데 상품을 제대로 된 걸 팔아야지 홈쇼핑에서 이런 제품을 팔아도 되나요,불만,nan
K쇼핑_AS_S4302,네 맞아요 다름이 아니고 저희가 한번 써보니까 한번 완충하고 사용할려면 오분만에 꺼저버리네요,불만,nan
K쇼핑_AS_S4297,네 제가 지금 사용하고 있는데요 어제부터 공기가 계속 빠져요,불만,nan
K쇼핑_AS_S4275,거기서 작년에 전기 매트를 구입했는데 한쪽이 안 들어오거든요,불만,nan
K쇼핑_AS_S4267,네 안녕하세요 전에 주문한 상품  글라스텐 다지기 반품하려고요,불만,nan
K쇼핑_AS_S4267,네 잘 맞춰서 작동 했는데도 안되서 반품 부탁드립니다,불만,nan
K쇼핑_AS_S4255,뭐 그런 물건을 팔아서 이렇게 기분 나쁘게 만들어요 알아보고 전화준다고 한 지가 언젠데 이제 와서 반품이 안되다고 하면 다에요,불만,nan
K쇼핑_AS_S4255,그러면 통화됐을때 그거를 좀 잘 전달을 해가지고 와서 저한테 해결을 해주셔야지 고장난 거를 고친다고 또 고장이 안난다는 보장이 있나요,불만,nan
K쇼핑_AS_S4251,네 그 중간에 작은 하트 모양 하나가 있었는데 그 부분이 끊어졌어요,불만,nan
K쇼핑_AS_S4250,아 전화해가지고 담당자를 바꿔줘요,불만,nan
K쇼핑_AS_S4250,그럼 어떻게 한다는 얘기예요,불만,nan
K쇼핑_AS_S4178,그런데 충전이 안 되는 고장이 발생한 것 같아요,불만,nan
K쇼핑_AS_S4178,제가 지금 두 개를 사용 중인데 하나는 정상적으로 사용하고 있거든요 두 개를 비교해 보니까 한 개는 충전이 안 되는 것 같습니다,불만,nan
K쇼핑_AS_S4177,너무 오래 기다렸다가 통화가 되네요 한 십분 기다렸는데,불만,nan
K쇼핑_AS_S4177,그런데 캐리어를 더 크게 하기 위해 자크를 이렇게 열고 이렇게 열고 그게 있는데 그걸 갖다가 잠그는 그 기능이 있더라고요 이거를 키우는 과정에서 잠갔는데 그럼 이제 이거를 열어야 되잖아요 그런데 이게 아무리 해도 안 열려,불만,nan
K쇼핑_AS_S4166,작동이 또 안되는데요,불만,nan
K쇼핑_AS_S4165,단추 색깔이 다르네요 마지막 단추가 색깔이 변색되어  배송 되어 왔어요 지금 확인했네요,불만,nan
K쇼핑_AS_S4141,아니 방송에서 선전할 때는 충동 구매하게 만들면서 하자부분이 있다니까 동영상을 촬영하라는 건 뭐에요,불만,nan
K쇼핑_AS_S4141,아니 소비자가 청소기 사가지고 제품이 불량이 있어서 사용도 못하고 에이에스 해달라는데 본사에서 와서 확인을 해보면 알수 있는데 동영상을 촬영하라니 말이 되요,불만,nan
K쇼핑_AS_S4141,아니 그러면 홈쇼핑에서 사는 사람은 제품 불량이 있으면 택배로 왔다 갔다 하는데까지 기다려야 되는거에요,불만,nan
K쇼핑_AS_S4130,원래 이렇게 오래 걸리나요,불만,nan
K쇼핑_AS_S4130,아무리 그래도 문자도 없고 전화도 없으실까요,불만,nan
K쇼핑_AS_S4118,그 때 사자마자 그게 누르는게 너무 딱딱해 가지고 뭐가 눌러지지가 않는데요 이렇게 만든 물건을 처음 봤어요  어떻게 해야 돼요,불만,nan
K쇼핑_AS_S4114,아침에 통화 하는데도 이렇게 시간이 걸려요 통화를 해서 접수하고 시간이 걸리는건 이해를 하지만 접수 자체가 안되잖아요,불만,nan
K쇼핑_AS_S4056,네 유월 이십칠일날 이제품을 구매를 했는데 지금 작동이 안 되고 있거든요,불만,nan
K쇼핑_AS_S4056,두 개 중 하나가 누르면 계속 작동이 되어야 되는데요 잠깐 움직였다 그냥 바로 멈추네요,불만,nan
K쇼핑_AS_S4009,그거 회수를 안 해서 전화를 두 번이나 했어요 왜 회수를 안 하는 겁니까,불만,nan
K쇼핑_AS_S4009,아 담당자가 전화가 또 와야 되는 거예요 전화주세요,불만,nan
K쇼핑_AS_S4009,전화가 온다는 거 아니예요,불만,nan
K쇼핑_AS_S3993,네 제가 거기서 폴로 여성 니트 삼종 세트를 구입했는데요 받고 나서 보니깐 단추가 떨어져 있어서요,불만,nan
K쇼핑_AS_S3993,네 그런데 처음부터 단추가 떨어져서 배송된 건데 제가 입어보기 전부터요 상품 하자 아닌가요,불만,nan
K쇼핑_AS_S3988,네 그게 지금 작동이 안 돼요 고장난 것 같은데요,불만,nan
K쇼핑_AS_S3969,아 근데 갑자기 청소기를 돌리면 소리가 나면서 흡입이 잘 안 돼요,불만,nan
K쇼핑_AS_S3969,서비스 센터에 얘기를 해서 전화를 한번 드렸는데 일주일 있다가 갑자기 되더라고요 근데 지금 똑같은 상황에서 또 안 돼요,불만,nan
K쇼핑_AS_S3969,갑자기 청소기 돌리다가 소리가 크게 나고 흡입도 안되고 머리카락 같은건 되는데 머리카락만 이렇게 간단하게 할라고 주문을 했겠어요,불만,nan
K쇼핑_AS_S3969,그때도 에이에스 접수해 놓고 또 되더라고요 그래서 접수 취소를 했는데 일주일 만에 또 안되네요,불만,nan
K쇼핑_AS_S3948,네 비용을 지급할테니 회수해 주시면 돼요,불만,nan
K쇼핑_AS_S3896,네 제가 음식물 처리기를 설치했는데 작동이 안 돼요,불만,nan
K쇼핑_AS_S3894,뭐가 좀 문제가 있냐면은  어 네이비 색상은  입고 나서 보니까 왼쪽 소매가 처리가 말끔하지 못하고 좀 지져분해요,불만,nan
K쇼핑_AS_S3894,예 근데 제가 참 답답한게 어떤 남자분도 한번 전화 받으셨는데 제가 이거 이전에  저 잠바를 구매한 적이 있어요,불만,nan
K쇼핑_AS_S3894,그래서 저는 그것도 한 두번이고 저 지퍼가 고장난 거를  고객 입장 에서는  그 에이에스가 아니라 교환을 좀 해달라고  그래서 결국은 업체에서 물건을 받아 가지고 한참 지나고 나서  일주일한 열흘 돼가지고 좀 교환을 해 주셨거든요,불만,nan
K쇼핑_AS_S3894,상품이 문제가 있는 거를  그냥 무조건 에이에스만 해준다고 하고 아무런 에이에스해서 깔끔하면 저도 괜찮아요  상품을 나중에 보면 색깔이 다른 거를 어떻게 처리를 하는건지,불만,nan
K쇼핑_AS_S3881,예 뭐 하나 물어 볼게요  그거 뭐야 청소기를 샀었는데 한두 달 전에  공기를 빨아 들이는게 안되네요,불만,nan
K쇼핑_AS_S3877,네 안녕하세요 제가 자이글을 구입했는데요 작동이 되지 않네요,불만,nan
K쇼핑_AS_S3877,어제 사용하려 보니깐 열선에 불이 들어오지 않아요,불만,nan
K쇼핑_AS_S3877,네 전원 버튼에는 불이 들어오는데 열선에 빨간 불이 들어오지 않아 고기를 구울 수가 없네요,불만,nan
K쇼핑_AS_S3877,네 접수해 주세요 근데 왜 갑자기 열선에 불이 들어오지 않을까요,불만,nan
K쇼핑_AS_S3872,네 맞아요 봉제선 있잖아요 앞쪽에 뭐가 묻어서 지웠더니 칠이 번지더라구요,불만,nan
K쇼핑_AS_S3872,네 이거를 내가 빤 것도 아니고 칠이 점점 더 번져서요,불만,nan
K쇼핑_AS_S3869,아 그런데요 에어컨이 작동이 안되네요,불만,nan
K쇼핑_AS_S3869,우리 아들이 산 건데요 배송을 이렇게 해놨네요,불만,nan
K쇼핑_AS_S3869,전화 못 받았어요 지금 몇번째 전화하는 건지 아세요 소비자 고발 센터에까지 연락했는데,불만,nan
K쇼핑_AS_S3869,아 배송 문제가 아니에요,불만,nan
K쇼핑_AS_S3869,제가 소비자 고발 센터에도 전화를 했어요,불만,nan
K쇼핑_AS_S3869,지금 한 시간째 삼십도에서 내려가지 않아요,불만,nan
K쇼핑_AS_S3869,이게 벌써 두 번째 상담하는 거예요,불만,nan
K쇼핑_AS_S3869,네 온도가 안 내려가더라고요 그래서 또 전화를 했습니다,불만,nan
K쇼핑_AS_S3869,온도가 안 내려가요 방도 작은데 온도가 안 내려가요,불만,nan
K쇼핑_AS_S3869,방송에서 시원하다고 그랬잖아요 시원하지 않아요,불만,nan
K쇼핑_AS_S3838,네 맞아요 그런데 목걸이 동그란 알맹이 같은 구슬이 한쪽으로 뭉쳐요,불만,nan
K쇼핑_AS_S3838,반품하고 싶어요 구슬이 다 떨어져요,불만,nan
K쇼핑_AS_S3778,네 그 회사에 전화를 어제부터 계속했는데 전화를 안 받았어요 그거 어떻게 해야 돼요 완전히 고장 났는데요,불만,nan
K쇼핑_AS_S3778,문을 닫아야 진공이 되잖아요 그게 플라스틱 엄청 약하더라고요 그 제품은 진짜 잘못하신 제품이예요 앞으로 그런 거 안 파시는 게 좋을 거예요,불만,nan
K쇼핑_AS_S3772,네 이게 틀어도 따뜻해 지지가 않아요,불만,nan
K쇼핑_AS_S3763,그러면은 제가 맨 처음에 전화드렸을 때 저한테 전화 준다고서는 지금 전화온 거 잖아요 여직 안 알아 본 거 아니에요,불만,nan
K쇼핑_AS_S3763,전화를 주신다 그랬었는데요 그쪽에서 전화를 주셨어야 되는데 지금와서 나보고 다시 하라고 하면 말이 되요,불만,nan
K쇼핑_AS_S3761,제가 지난번에 미소 담은 진공 무선 쌀통을 주문했는데 그게 지금 안돼서 업체에 전화를 했더니 전화가 안 돼요,불만,nan
K쇼핑_AS_S3761,받았을때 다리 하나가 약간 파손이 돼 있더라고요 상관 없어서 받았었거든요 그런데 진공 유지가 되는 건데 진공 자체가 안되네요,불만,nan
K쇼핑_AS_S3728,네 제가 카파 남성 플리츠 이종 세트를 구입했는데 검은색 바지가 뜯어져서 배송됐어요,불만,nan
K쇼핑_AS_S3728,네 맞아요 두개 중에 베이지 바지는 괜찮은데 검은색 바지가 뜯어져서 배송됐어요 어떻게 하면 될까요,불만,nan
K쇼핑_AS_S3697,아 제가 그 벤치 코트를 샀는데요 지퍼가 뜯어졌어요,불만,nan
K쇼핑_AS_S3686,네 다름이 아니라 며칠 전에 주얼리를 구입했거든요 근데 벌써 팔찌가 끊어졌어요,불만,nan
K쇼핑_AS_S3683,사용하다가 연기가 나요,불만,nan
K쇼핑_AS_S3682,네 그런데 하나가 고장이 나서 자동으로 움직이는 부분이 안되네요,불만,nan
K쇼핑_AS_S3682,네 그 자동으로 열리는 장치가 안되네요,불만,nan
K쇼핑_AS_S3671,그 압축시키는 게 공기를 넣어 놓으면 사용하는 동안 그대로 있어야 되는데 바람이 빠지더라고요,불만,nan
K쇼핑_AS_S3650,구매했는데 고장이 났나 봐요 이게 충전이 안돼요,불만,nan
K쇼핑_AS_S3650,충전을 시켜야 되잖아요 충전이 안되네요,불만,nan
K쇼핑_AS_S3650,그전에는 충전이 돼있었어요 그래서 안 했죠 지금 충전 처음 하는 거예요,불만,nan
K쇼핑_AS_S3650,아니 켜지지 않는데 충전을 어떻게 해요,불만,nan
K쇼핑_AS_S3650,네 근데 그게 나가버려요 충전이 안되고요,불만,nan
K쇼핑_AS_S3650,제가 볼 때 충전이 안 되는 것 같아요 여러 번 충전을 했어요 충전기에 휴대폰은 충전하면 그건 되더라구요 제가 봤을 때는 이 상품에 문제가 있지 않을까요,불만,nan
K쇼핑_AS_S3649,어제 제가 상담 예약 남긴건 왜 전화가 안왔어요,불만,nan
K쇼핑_AS_S3638,네 제가 멀티포트를 거기서 샀거든요 그런데 작동이 안되요,불만,nan
K쇼핑_AS_S3629,제가 에이에스 접수하고 오일 되었거든요 전에 통화할 때 안내하신게 삼일 이내였는데 어제 저희가 이사를 했어요 왜 안온거죠,불만,nan
K쇼핑_AS_S3614,녹십자 엠에스 디스크잭 더블 유라인을 구입 했는대요 작동이 잘 안되요,불만,nan
K쇼핑_AS_S3599,아니 착용은 했지만 불량이니까 교환을 해달라는거잖아요,불만,nan
K쇼핑_AS_S3599,그건 너무한 거 아니에요,불만,nan
K쇼핑_AS_S3599,그래도 무슨 칠일이나 걸립니까,불만,nan
K쇼핑_AS_S3579,충전 후에 작동 버튼을 누르면 자동으로 청소기가 움직여야 하는데 제자리에서만 머물러 있어요,불만,nan
K쇼핑_AS_S3576,이게 잡고 있다가 손을 떼는데 뚝 끊겨 버리네요,불만,nan
K쇼핑_AS_S3567,진짜 이건 아니거든요 지금 몇일째나 연결이 안되고 있었는데 너무 늦게 처리가 되네요,불만,nan
K쇼핑_AS_S3557,네 충전을 시키면 완충이 되면 파란불이 들어와야 하잖아요 그런데 한참 충전을 해도 계속 빨간 불만 깜빡여요,불만,nan
K쇼핑_AS_S3556,네 잘 사용해왔는데 갑자기 작동이 안되네요,불만,nan
K쇼핑_AS_S3554,다른 게 아니고요  목걸이 여덟 종 있잖아요 근데 팔찌가 있는데 똑 빠져서요,불만,nan
K쇼핑_AS_S3548,네 아까 전화를 드렸는데요,불만,nan
K쇼핑_AS_S3548,아까 제가 무선진공쌀통에 대해 문의를 했었거든요,불만,nan
K쇼핑_AS_S3548,그게 진공 상태로 작동이 되지 않는데요,불만,nan
K쇼핑_AS_S3548,충전을 한 번 해보고 다시 전화를 달라고 해서 두 시간 충전을 하고 다시 전화를 드리는 거예요,불만,nan
K쇼핑_AS_S3543,이게 고장이 났거든요,불만,nan
K쇼핑_AS_S3543,여기 버튼 누르라고 적혀있는데 작동이 잘 안돼요,불만,nan
K쇼핑_AS_S3527,네 제가 청소기를 구입했는데요 청소기가 작동이 안돼서요,불만,nan
K쇼핑_AS_S3527,네 충전 후 완료되면 빨간 불로 바뀌는데 계속 초록색 불에 멈춰있고 전원 버튼에 불이 들어오지 않아요,불만,nan
K쇼핑_AS_S3526,아 네 주문한 상품에 대해 문의할 게 있는데요,불만,nan
K쇼핑_AS_S3526,진공 상태가 안되는 것 같아요 이게 이십삼일 날 샀는데 사일 뒤에 왔거든요,불만,nan
K쇼핑_AS_S3526,세 번 네 번 해봤는데도 안 되네요 당연히 맞교환을 해야겠는데 업체로는 전화 연결이 안 되네요,불만,nan
K쇼핑_AS_S3526,통화가 되어야 이것을 고치든지 교환하던지 할 거 아닙니까,불만,nan
K쇼핑_AS_S3526,네 안돼요 오늘도 안 받더라고요,불만,nan
K쇼핑_AS_S3526,아 근데 지금 전화해도 안되는데요,불만,nan
K쇼핑_AS_S3526,예 조금 전에 했는데요 안내 멘트만 나오고 연결이 안 되네요,불만,nan
K쇼핑_AS_S3526,진공 상태가 안된다니까요,불만,nan
K쇼핑_AS_S3526,뭐 점등도 안되고요 그러니까 진공 상태로 안되고 있는 거 아닌가요,불만,nan
K쇼핑_AS_S3526,일주일이 지났는데도 진공이 안되면 작동이 안 되는 거라고 봐요,불만,nan
K쇼핑_AS_S3526,네 그렇게 해도 진공이 안돼요 근데 그게 진공이 되면 소리가 난다고 하던데,불만,nan
K쇼핑_AS_S3526,그렇게 안 해도 조금 열리니까 진공이 아예 안되는구나 싶은거죠,불만,nan
K쇼핑_AS_S3526,그런데 완전히 충전이 안 되어서 처음부터 진공이 안되었던 거 아니냐는 말씀 아니십니까,불만,nan
K쇼핑_AS_S3510,이 청소기가 방송에서 보여주는 것과 달리 너무 틀려 물건 자체가 쓸리지도 않고 물도 그대로 있어요 어제 처음 써봤거든요,불만,nan
K쇼핑_AS_S3510,방송에서 보여준 상품은 따로 만든 제품인 거 같아요 그런거 아니에요,불만,nan
K쇼핑_AS_S3510,아니 방송에서 보는 것과 너무 다르고 흡입도 잘 안되고 약한 거 같아요 너무 틀린 거 같아요 만족스럽지 않아요,불만,nan
K쇼핑_AS_S3510,이런 거 누구한테 얘기를 해야 할지는 모르겠지만 너무 심한 거 아닌가요,불만,nan
K쇼핑_AS_S3494,네 제가 여행가방을 샀는데요물건을 넣고 고정하는 밴드 있잖아요 그게 빠졌어요,불만,nan
K쇼핑_AS_S3494,그 뭐야 물건을 담고 엑스자로 고정시키는 밸트 있잖아요 그게 빠져버렸어요,불만,nan
K쇼핑_AS_S3494,아 해외 나갈라고 산건데 바로 쓰지도 못하고 짜증나네요,불만,nan
K쇼핑_AS_S3463,네 수고하십니다 문의 좀 하려고요,불만,nan
K쇼핑_AS_S3463,체인코인클립콜렉션을 구입했는데 목걸이가 끊어졌어요,불만,nan
K쇼핑_AS_S3463,예 그런데 이제 기간이 한 달이 넘었다고 업체 에이에스 센터 번호를 가르쳐주셨는데요 그 업체에서 전화를 안 받아요,불만,nan
K쇼핑_AS_S3463,택배기사가 살짝 놔두지 않고 툭 떨어뜨리더라고요,불만,nan
K쇼핑_AS_S3463,그런데 이게 십팔케이라서 그렇죠 자체가 너무 무르니까,불만,nan
K쇼핑_AS_S3463,그래서 제가 처음에 안 사려고 했는데 거기서 배송이 됐다고 해서 그냥 받겠다고 했거든요,불만,nan
K쇼핑_AS_S3463,그러면 에이에스를 요청할 때 그 쪽에 전화를 해서 비용이 발생되지 않게끔 어떻게 좀 안 될까요,불만,nan
K쇼핑_AS_S3463,그런데 이 업체는 한 달 전 부터도 계속 연락이 안 되더라고요,불만,nan
K쇼핑_AS_S3463,그럼 업체에 말씀해 주세요,불만,nan
K쇼핑_AS_S3450,네 한개가 그 아래 판에 있는 물걸레 회전판이 아예 들어가지가 않아요,불만,nan
